      Aluminoceladonite
      Drits V A, Zviagina B B, McCarty D K, Salyn A L
      American Mineralogist 95 (2010) 348-361
      Factors responsible for crystal-chemical variations in the solid solutions
      from illite to aluminoceladonite and from glauconite to celadonite
      Locality: Twin Creek formation, Wyoming
      Sample Name: 602-1
      _database_code_amcsd 0005021
      CELL PARAMETERS:   5.2141  9.0082 10.1080   90.000  101.120   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    465.856
      Density (g/cm3):      2.833
      MAX. ABS. INTENSITY / VOLUME**2:      5.095713902    
      RIR:      0.840
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.36         29.26        9.9182    0   0   1         2
                20.80         18.56        4.9591    0   0   2         2
                22.93         51.25        4.5041    0   2   0         2
                23.81         33.78        4.3400   -1   1   1         4
                25.22         18.90        4.1010    0   2   1         4
                27.06          3.89        3.8266    1   1   1         4
                28.57        100.00        3.6277   -1   1   2         4
                31.15         32.86        3.3342    0   2   2         4
                31.42         31.58        3.3061    0   0   3         2
                33.95         82.91        3.0658    1   1   2         4
                36.01         24.47        2.8963   -1   1   3         4
                39.25         34.52        2.6652    0   2   3         4
                40.25         12.56        2.6013   -2   0   1         2
                40.44         28.39        2.5897    1   3   0         4
                40.81         46.01        2.5677   -1   3   1         4
                40.97         22.98        2.5581    2   0   0         2
                42.32          3.38        2.4796    0   0   4         2
                42.38          4.24        2.4764   -2   0   2         2
                42.62          3.58        2.4632    1   1   3         4
                42.90          9.24        2.4479    1   3   1         4
                43.93         21.66        2.3934   -1   3   2         4
                44.40         15.46        2.3690    2   0   1         2
                45.00          3.10        2.3391   -1   1   4         4
                46.83          5.28        2.2526   -2   2   1         4
                46.84          4.64        2.2520    0   4   0         2
                47.03          1.65        2.2434   -2   0   3         2
                47.46          7.88        2.2244    2   2   0         4
                47.82          2.16        2.2088    1   3   2         4
                48.11          9.38        2.1961    0   4   1         4
                48.73          4.74        2.1700   -2   2   2         4
                49.39         19.20        2.1428   -1   3   3         4
                50.12          9.84        2.1134    2   0   2         2
                50.55          8.39        2.0967    2   2   1         4
                52.94          3.99        2.0081   -2   2   3         4
                53.65         17.26        1.9836    0   0   5         2
                53.71          5.12        1.9817   -2   0   4         2
                54.70         11.31        1.9484    1   3   3         4
                55.06          1.61        1.9365   -1   1   5         4
                56.69          1.14        1.8853   -1   3   4         4
                59.14          4.50        1.8139   -2   2   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
