      Forsterite
      Miyake M, Nakamura H, Kojima H, Marumo F
      American Mineralogist 72 (1987) 594-598
      Cation ordering in Co-Mg olivine solid-solution series
      Sample: Co05
      _database_code_amcsd 0001087
      CELL PARAMETERS:   4.7650 10.2250  5.9860   90.000   90.000   90.000
      SPACE GROUP: Pbnm      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    291.651
      Density (g/cm3):      3.520
      MAX. ABS. INTENSITY / VOLUME**2:      8.016706910    
      RIR:      1.063
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                20.17         31.63        5.1125    0   2   0         2
                23.92          1.59        4.3190    1   1   0         4
                26.62         42.13        3.8876    0   2   1         4
                27.79         14.53        3.7281    1   0   1         4
                29.61         15.41        3.5025    1   1   1         8
                29.76          9.79        3.4857    1   2   0         4
                34.58          4.32        3.0122    1   2   1         8
                34.80          6.43        2.9930    0   0   2         2
                37.68         67.86        2.7722    1   3   0         4
                40.55          5.78        2.5829    0   2   2         4
                41.00          1.23        2.5563    0   4   0         2
                41.69         58.32        2.5155    1   3   1         8
                42.68        100.00        2.4600    1   1   2         8
                44.14          2.76        2.3825    2   0   0         2
                44.76          9.16        2.3509    0   4   1         4
                45.38          6.98        2.3203    2   1   0         4
                46.43         28.40        2.2708    1   2   2         8
                46.83         19.89        2.2526    1   4   0         4
                48.88         13.43        2.1635    2   1   1         8
                48.98          1.38        2.1595    2   2   0         4
                52.22          8.68        2.0338    1   3   2         8
                54.57          2.03        1.9527    2   3   0         4
                54.84          4.10        1.9438    0   4   2         4
                56.89          7.45        1.8792    1   5   0         4
                59.23          3.26        1.8114    1   1   3         8
                59.90          3.24        1.7930    1   5   1         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
