      Fluorapatite
      Fleet M E, Liu X
      American Mineralogist 93 (2008) 1460-1469
      Accommodation of the carbonate ion in fluorapatite synthesized at high pressure
      Locality: synthetic
      Note: LM136 sample
      _database_code_amcsd 0004638
      CELL PARAMETERS:   9.3679  9.3679  6.8885   90.000   90.000  120.000
      SPACE GROUP: P6_3/m    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    523.528
      Density (g/cm3):      3.206
      MAX. ABS. INTENSITY / VOLUME**2:      10.55862827    
      RIR:      1.538
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.67          9.03        8.1128    1   0   0         6
                19.63          3.51        5.2510    1   0   1        12
                22.04          1.35        4.6839    1   1   0         6
                25.50          5.94        4.0564    2   0   0         6
                26.72          6.24        3.8733    1   1   1        12
                29.68          1.81        3.4954    2   0   1        12
                30.13         37.33        3.4443    0   0   2         2
                32.80         10.56        3.1704    1   0   2        12
                33.95          1.17        3.0664    2   1   0         6
                33.95         13.98        3.0664    1   2   0         6
                37.27         69.67        2.8014    1   2   1        12
                37.27         30.33        2.8014    2   1   1        12
                37.64         43.34        2.7748    1   1   2        12
                38.66         56.65        2.7043    3   0   0         6
                39.87         24.08        2.6255    2   0   2        12
                41.66          4.04        2.5173    3   0   1        12
                46.02          4.59        2.2902    1   2   2        12
                46.02          1.03        2.2902    2   1   2        12
                46.88          4.57        2.2501    1   3   0         6
                46.88         16.78        2.2501    3   1   0         6
                47.62          2.61        2.2173    2   2   1        12
                49.48          2.04        2.1389    1   3   1        12
                49.48          3.50        2.1389    3   1   1        12
                49.78          1.28        2.1270    3   0   2        12
                51.46          4.59        2.0618    1   1   3        12
                52.38          1.23        2.0282    4   0   0         6
                53.23          3.82        1.9982    2   0   3        12
                55.06         27.63        1.9367    2   2   2        12
                56.74          5.23        1.8837    1   3   2        12
                56.74          7.72        1.8837    3   1   2        12
                57.49          1.11        1.8612    3   2   0         6
                58.29         23.52        1.8380    1   2   3        12
                58.29          9.88        1.8380    2   1   3        12
                59.76          2.83        1.7968    2   3   1        12
                59.76          2.50        1.7968    3   2   1        12
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
