      Phlogopite
      Brigatti M F, Medici L, Saccani E, Vaccaro C
      American Mineralogist 81 (1996) 913-927
      Crystal chemistry and petrologic significance of Fe3+-rich phlogopite from
      the Tapira carbonatite complex, Brazil
      Sample: Tae23-1c
      _database_code_amcsd 0001817
      CELL PARAMETERS:   5.3180  9.2190 10.2740   90.000   99.880   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    496.229
      Density (g/cm3):      2.842
      MAX. ABS. INTENSITY / VOLUME**2:      6.620756506    
      RIR:      1.088
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.15        100.00       10.1216    0   0   1         2
                20.38          1.61        5.0608    0   0   2         2
                22.40         12.10        4.6095    0   2   0         2
                22.67         15.80        4.5550    1   1   0         4
                23.44          2.56        4.4071   -1   1   1         4
                24.64          1.91        4.1950    0   2   1         4
                26.27         16.14        3.9396    1   1   1         4
                28.25         33.66        3.6687   -1   1   2         4
                30.46         40.48        3.4078    0   2   2         4
                30.77         40.19        3.3739    0   0   3         2
                32.92         36.17        3.1594    1   1   2         4
                35.60         24.42        2.9281   -1   1   3         4
                38.39         12.60        2.7225    0   2   3         4
                39.47          7.12        2.6507    1   3   0         4
                39.51          3.60        2.6486   -2   0   1         2
                39.95         49.18        2.6206   -1   3   1         4
                39.96         23.77        2.6196    2   0   0         2
                41.33          4.57        2.5362    1   1   3         4
                41.43          6.45        2.5304    0   0   4         2
                41.76          2.49        2.5113    1   3   1         4
                41.81          1.24        2.5087   -2   0   2         2
                43.11         24.83        2.4366   -1   3   2         4
                43.11         12.33        2.4366    2   0   1         2
                45.71          1.76        2.3047    0   4   0         2
                45.88          3.48        2.2965   -2   2   1         4
                46.29          3.89        2.2775    2   2   0         4
                46.48          5.58        2.2685    1   3   2         4
                46.54          2.78        2.2660   -2   0   3         2
                46.95          3.92        2.2472    0   4   1         4
                47.94          3.68        2.2035   -2   2   2         4
                48.52         10.38        2.1788    2   0   2         2
                48.53         20.65        2.1782   -1   3   3         4
                49.11          3.06        2.1542    2   2   1         4
                50.53          1.63        2.0975    0   4   2         4
                52.49          7.37        2.0243    0   0   5         2
                53.13         10.97        2.0016    1   3   3         4
                53.19          5.64        1.9995   -2   0   4         2
                55.71          1.49        1.9160    2   0   3         2
                55.73          3.06        1.9152   -1   3   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
