      Hatrurite
      O'Daniel H, Hellner E
      Neues Jahrbuch fur Mineralogie, Monatshefte 1950 (1950) 108-111
      Zur struktur von 3CaO*SiO2
      _database_code_amcsd 0014729
      CELL PARAMETERS:   7.0780  7.0780 24.9400   90.000   90.000  120.000
      SPACE GROUP: R3m       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1082.052
      Density (g/cm3):      3.153
      MAX. ABS. INTENSITY / VOLUME**2:      12.32142135    
      RIR:      1.824
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                17.30        100.00        5.9526    1   0   1         3
                18.73         74.88        5.5010    0   1   2         3
                23.63         23.49        4.3711    1   0   4         3
                24.87          8.25        4.1567    0   0   6         1
                26.76         10.57        3.8689    0   1   5         3
                31.91          1.94        3.2562    1   1   3         6
                33.79          8.87        3.0803    1   0   7         3
                34.23         17.19        3.0420    0   2   1         3
                35.01          7.30        2.9763    2   0   2         3
                37.58          3.06        2.7788    0   1   8         3
                37.69         25.08        2.7711    0   0   9         1
                37.99         56.47        2.7505    0   2   4         3
                40.09         88.35        2.6113    2   0   5         3
                45.32          1.17        2.3235    0   2   7         3
                45.66          2.29        2.3069    2   1   1         6
                46.28          3.63        2.2778    1   2   2         6
                48.36         48.39        2.1856    2   0   8         3
                48.44          1.27        2.1818    1   1   9         6
                48.68          1.57        2.1717    2   1   4         6
                49.79          1.73        2.1265    0   1  11         3
                51.02          1.33        2.0783    0   0  12         1
                53.63          1.37        1.9842    0   3   3         3
                53.63          1.08        1.9842    3   0   3         3
                55.13         13.79        1.9345    0   2  10         3
                58.44          1.78        1.8337    3   0   6         3
                58.54          1.17        1.8309    1   0  13         3
                58.83          1.36        1.8227    2   0  11         3
                59.93          2.04        1.7921    1   1  12         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
