      Barroisite
      Heritsch H, Paulitsch P, Walitzi E M
      Tschermaks Mineralogische und Petrographische Mitteilungen 6 (1957) 215-22
      Die Struktur von Karinthin und einer barroisitischen Hornblende
      Note: this is not a good structure
      _database_code_amcsd 0019554
      CELL PARAMETERS:   9.9000 18.0400  5.3300   90.000  106.750   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    911.528
      Density (g/cm3):      2.909
      MAX. ABS. INTENSITY / VOLUME**2:      9.427596968    
      RIR:      1.513
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.39          2.51        9.0200    0   2   0         2
                12.25         20.61        8.3918    1   1   0         4
                20.20          3.12        5.1039    0   0   1         2
                21.77          3.13        4.7400    2   0   0         2
                22.90         16.59        4.5100    0   4   0         2
                23.25        100.00        4.4420    0   2   1         4
                26.28          4.51        3.9375    1   1   1         4
                27.67          4.12        3.7434   -2   2   1         4
                30.72          2.27        3.3796    0   4   1         4
                30.99         18.36        3.3504    1   3   1         4
                31.80         15.00        3.2673    2   4   0         4
                33.43         27.26        3.1126    3   1   0         4
                35.25          6.14        2.9563   -1   5   1         4
                35.98          3.22        2.8987    2   2   1         4
                37.33         10.28        2.7973    3   3   0         4
                38.88         15.50        2.6895    1   5   1         4
                39.71         18.79        2.6359   -1   1   2         4
                40.63         12.38        2.5784   -2   0   2         2
                41.07         17.69        2.5519    0   0   2         2
                41.39          3.39        2.5328    2   4   1         4
                42.19          1.25        2.4869    1   7   0         4
                43.12          5.96        2.4360   -1   3   2         4
                43.15          2.11        2.4342   -4   0   1         2
                43.28         26.03        2.4276   -2   6   1         4
                44.24          3.39        2.3772    3   5   0         4
                44.59          2.52        2.3596   -3   5   1         4
                45.70          5.44        2.3053   -1   7   1         4
                46.13          1.01        2.2847    1   1   2         4
                47.54          4.07        2.2210    0   4   2         4
                49.33         15.44        2.1450    2   6   1         4
                51.59         12.70        2.0572   -4   0   2         2
                53.26          1.16        1.9972    3   7   0         4
                53.30          2.51        1.9957    3   5   1         4
                54.91          1.26        1.9414    1   5   2         4
                56.68          3.59        1.8856    5   1   0         4
                57.06          4.28        1.8743   -5   3   1         4
                57.14          4.60        1.8717   -4   4   2         4
                59.34          1.49        1.8082    5   3   0         4
                59.50          1.80        1.8040    0  10   0         2
                59.82          2.13        1.7951    1   9   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
