      Phlogopite
      Zema M, Ventruti G, Lacalamita M, Scordari F
      American Mineralogist 95 (2010) 1458-1466
      Kinetics of Fe-oxidation/deprotonation process in Fe-rich phlogopite
      under isothermal conditions
      Locality: Mt. Vulture, Potenza, Italy
      Sample: SA1_9
      _database_code_amcsd 0017712
      CELL PARAMETERS:   5.3379  9.2414 10.2311   90.000  100.023   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    496.994
      Density (g/cm3):      2.902
      MAX. ABS. INTENSITY / VOLUME**2:      6.971199700    
      RIR:      1.121
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.19        100.00       10.0750    0   0   1         2
                22.34         11.60        4.6207    0   2   0         2
                22.60         13.20        4.5690    1   1   0         4
                23.37          2.05        4.4203   -1   1   1         4
                24.61          2.89        4.2000    0   2   1         4
                26.24         17.84        3.9428    1   1   1         4
                28.22         37.66        3.6720   -1   1   2         4
                30.48         42.52        3.4052    0   2   2         4
                30.92         47.61        3.3583    0   0   3         2
                32.96         36.49        3.1551    1   1   2         4
                35.64         23.30        2.9254   -1   1   3         4
                38.48         12.66        2.7166    0   2   3         4
                39.35          2.23        2.6586   -2   0   1         2
                39.37          4.69        2.6577    1   3   0         4
                39.83         30.13        2.6282    2   0   0         2
                39.84         60.07        2.6275   -1   3   1         4
                41.45          5.63        2.5295    1   1   3         4
                41.64          7.99        2.5187    0   0   4         2
                43.02         13.48        2.4414    2   0   1         2
                43.03         26.73        2.4409   -1   3   2         4
                44.54          1.84        2.3620   -1   1   4         4
                45.59          1.61        2.3103    0   4   0         2
                45.72          3.35        2.3044   -2   2   1         4
                46.14          5.00        2.2845    2   2   0         4
                46.44          4.03        2.2704   -2   0   3         2
                46.46          8.16        2.2696    1   3   2         4
                46.84          5.89        2.2519    0   4   1         4
                47.78          5.55        2.2101   -2   2   2         4
                48.49         13.00        2.1798    2   0   2         2
                48.50         25.97        2.1795   -1   3   3         4
                49.00          3.70        2.1586    2   2   1         4
                50.46          1.45        2.1000    0   4   2         4
                52.75          6.65        2.0150    0   0   5         2
                53.15          7.24        2.0007   -2   0   4         2
                53.17         14.16        2.0002    1   3   3         4
                55.76          2.14        1.9143    2   0   3         2
                55.76          4.32        1.9142   -1   3   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
