      Lawsonite
      Liebscher A, Dorsam G, Franz G, Wunder B, Gottschalk M
      American Mineralogist 95 (2010) 724-735
      Crystal chemistry of synthetic lawsonite solid-solution series CaAl2
      [(OH)2/(Si2O7)](H2O)-SrAl2[(OH)2/(Si2O7)](H2O) and the Cmcm-P2_1/m phase transition
      Note: Run #AU79
      Locality: synthetic
      _database_code_amcsd 0018949
      CELL PARAMETERS:   5.8419  8.7940 13.1393   90.000   90.000   90.000
      SPACE GROUP: Cmcm      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    675.014
      Density (g/cm3):      3.103
      MAX. ABS. INTENSITY / VOLUME**2:      4.628740166    
      RIR:      0.696
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.66         19.61        6.5697    0   0   2         2
                21.20         50.02        4.8661    1   1   0         4
                22.63         21.99        4.5632    1   1   1         8
                24.79         26.39        4.1697    0   2   1         4
                26.47          6.47        3.9103    1   1   2         8
                28.36         57.07        3.6541    0   2   2         4
                31.63          1.63        3.2848    0   0   4         2
                31.92         20.83        3.2553    1   1   3         8
                35.69         26.97        2.9209    2   0   0         2
                38.39        100.00        2.7226    1   1   4         8
                39.19         52.04        2.6690    2   0   2         4
                39.77         66.24        2.6316    0   2   4         4
                39.96         58.07        2.6200    1   3   0         4
                40.78          7.60        2.5694    1   3   1         8
                43.16         31.73        2.4336    1   3   2         8
                43.17         34.72        2.4330    2   2   0         4
                43.95         17.69        2.3924    2   2   1         8
                45.55          7.27        2.3122    1   1   5         8
                46.20         12.18        2.2816    2   2   2         8
                46.76         28.00        2.2557    0   2   5         4
                48.05          3.53        2.1985    0   4   0         2
                48.25          6.18        2.1899    0   0   6         2
                48.42          2.96        2.1828    2   0   4         4
                48.76          2.35        2.1684    0   4   1         4
                49.78         50.66        2.1269    2   2   3         8
                50.85          2.58        2.0849    0   4   2         4
                51.83          2.30        2.0483    1   3   4         8
                53.26          3.02        1.9970    1   1   6         8
                54.20         19.29        1.9648    0   4   3         4
                54.34          1.97        1.9602    0   2   6         4
                56.81          3.77        1.8816    3   1   1         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
