      Phlogopite
      Redhammer G J, Roth G
      American Mineralogist 87 (2002) 1464-1476
      Single-crystal structure refinements and crystal chemistry of
      synthetic trioctahedral micas KM3(Al,Si)4O10(OH)2, where
      M = Ni, Mg, Co, Fe, Al
      Sample: A20#2
      _database_code_amcsd 0002921
      CELL PARAMETERS:   5.3257  9.2254 10.3070   90.000   99.926   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    498.820
      Density (g/cm3):      2.848
      MAX. ABS. INTENSITY / VOLUME**2:      7.103187457    
      RIR:      1.164
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.12        100.00       10.1527    0   0   1         2
                20.31          1.98        5.0764    0   0   2         2
                22.38          7.84        4.6127    0   2   0         2
                22.64         11.03        4.5602    1   1   0         4
                23.40          1.61        4.4145   -1   1   1         4
                24.61          1.32        4.1996    0   2   1         4
                26.23         13.13        3.9448    1   1   1         4
                28.18         29.43        3.6774   -1   1   2         4
                30.40         39.90        3.4138    0   2   2         4
                30.67         34.36        3.3842    0   0   3         2
                32.86         37.42        3.1648    1   1   2         4
                35.50         25.96        2.9363   -1   1   3         4
                38.30         13.21        2.7286    0   2   3         4
                39.44          8.24        2.6529    1   3   0         4
                39.44          4.11        2.6528   -2   0   1         2
                39.90         48.84        2.6233   -1   3   1         4
                39.91         24.23        2.6230    2   0   0         2
                41.25          4.54        2.5415    1   1   3         4
                41.30          6.24        2.5382    0   0   4         2
                41.72          3.69        2.5137    1   3   1         4
                41.72          1.80        2.5137   -2   0   2         2
                43.04         25.83        2.4402   -1   3   2         4
                43.05         12.92        2.4398    2   0   1         2
                45.68          2.16        2.3063    0   4   0         2
                45.82          4.16        2.2996   -2   2   1         4
                46.23          3.84        2.2801    2   2   0         4
                46.42          2.44        2.2714   -2   0   3         2
                46.42          4.82        2.2713    1   3   2         4
                46.91          3.66        2.2490    0   4   1         4
                47.85          3.46        2.2072   -2   2   2         4
                48.43         23.59        2.1823   -1   3   3         4
                48.44         11.97        2.1819    2   0   2         2
                49.05          2.72        2.1567    2   2   1         4
                50.47          1.62        2.0998    0   4   2         4
                52.31          8.00        2.0305    0   0   5         2
                53.04          6.17        2.0049   -2   0   4         2
                53.04         12.34        2.0048    1   3   3         4
                55.60          3.52        1.9195   -1   3   4         4
                55.60          1.78        1.9192    2   0   3         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
