      Defernite
      Armbruster T, Yang P, Liebich B W
      American Mineralogist 81 (1996) 625-631
      Mechanism of the SiO4 for CO3 substitution in defernite,
      Ca6(CO3)1.58(Si2O7)0.21(OH)7[Cl0.50(OH)0.08(H2O)0.42]: A single-crystal X-ray
      study at 100 K
      _database_code_amcsd 0001795
      CELL PARAMETERS:  17.7440 22.6010  3.6330   90.000   90.000   90.000
      SPACE GROUP: Pnam      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1456.950
      Density (g/cm3):      2.473
      MAX. ABS. INTENSITY / VOLUME**2:      12.92936399    
      RIR:      2.440
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.35         10.97       13.9566    1   1   0         4
                 9.09        100.00       11.3005    0   2   0         2
                10.78          2.19        9.5316    1   2   0         4
                12.45         22.22        8.2585    2   1   0         4
                14.83          1.62        6.9345    1   3   0         4
                17.94          2.03        5.7426    2   3   0         4
                18.00          6.47        5.7220    3   1   0         4
                18.23          8.88        5.6502    0   4   0         2
                21.65          1.08        4.7658    2   4   0         4
                23.28          1.99        4.4360    4   0   0         2
                25.04          3.26        4.1292    4   2   0         4
                25.68          3.67        4.0276    2   5   0         4
                27.49          1.44        3.7668    0   6   0         2
                29.73          7.75        3.4892    4   4   0         4
                30.88          6.39        3.3620    2   0   1         4
                31.75          1.93        3.2724    0   3   1         4
                32.26          6.35        3.2224    2   2   1         8
                32.30          1.59        3.2181    1   3   1         8
                33.94         13.10        3.0670    3   1   1         8
                34.32         17.82        3.0340    2   7   0         4
                34.58          8.59        3.0115    1   4   1         8
                34.89         14.55        2.9857    3   2   1         8
                35.55          6.14        2.9323    6   1   0         4
                36.10         18.37        2.8892    2   4   1         8
                36.33          9.33        2.8713    4   6   0         4
                36.47          2.75        2.8610    6   2   0         4
                36.86          6.28        2.8317    0   5   1         4
                36.95          1.27        2.8251    0   8   0         2
                37.34          2.74        2.7964    1   5   1         8
                37.44          7.67        2.7892    4   1   1         8
                37.95         11.07        2.7528    6   3   0         4
                38.50          1.68        2.7149    3   4   1         8
                39.74          2.78        2.6334    4   3   1         8
                40.49          1.41        2.5870    1   6   1         8
                41.11          2.16        2.5493    3   8   0         4
                41.57          2.58        2.5228    5   1   1         8
                42.20          1.36        2.4864    1   9   0         4
                42.44          1.72        2.4734    7   2   0         4
                43.69          3.30        2.4057    5   3   1         8
                43.75          2.19        2.4025    7   3   0         4
                43.97          2.93        2.3914    1   7   1         8
                44.03          1.75        2.3882    5   7   0         4
                45.48          2.03        2.3156    5   4   1         8
                47.23          3.16        2.2345    3   7   1         8
                47.60          1.66        2.2180    8   0   0         2
                47.71          1.35        2.2134    5   5   1         8
                47.72          4.31        2.2128    1   8   1         8
                47.77          1.70        2.2109    7   5   0         4
                48.25          1.48        2.1902    2  10   0         4
                50.80          1.25        2.0868    3   8   1         8
                51.24          2.27        2.0701    7   1   1         8
                51.73          3.74        2.0519    1   9   1         8
                53.06          1.59        2.0040    7   3   1         8
                53.30          1.32        1.9956    5   7   1         8
                54.62         10.01        1.9510    7   4   1         8
                54.64          1.88        1.9502    3   9   1         8
                55.76          2.36        1.9142    6   9   0         4
                56.58          4.99        1.8887    7   5   1         8
                56.60          3.73        1.8883    5   8   1         8
                56.75          2.23        1.8834    0  12   0         2
                57.10          1.09        1.8729    1  12   0         4
                58.73          9.19        1.8254    3  10   1         8
                59.05         12.90        1.8165    0   0   2         2
                59.88          1.51        1.7935    0   2   2         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
