      Forsterite
      Muller-Sommer M, Hock R, Kirfel A
      Physics and Chemistry of Minerals 24 (1997) 17-23
      Rietveld refinement study of the cation distribution in (Co, Mg)-olivine
      solid solution
      Sample: M501
      _database_code_amcsd 0007981
      CELL PARAMETERS:   4.7717 10.2542  5.9914   90.000   90.000   90.000
      SPACE GROUP: Pbnm      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    293.159
      Density (g/cm3):      3.972
      MAX. ABS. INTENSITY / VOLUME**2:      12.16683013    
      RIR:      1.430
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                20.11         29.86        5.1271    0   2   0         2
                23.88          8.12        4.3262    1   1   0         4
                26.57         24.71        3.8955    0   2   1         4
                27.75          9.44        3.7326    1   0   1         4
                29.57         24.10        3.5074    1   1   1         8
                29.70          6.87        3.4930    1   2   0         4
                34.51          3.15        3.0176    1   2   1         8
                34.77          3.27        2.9957    0   0   2         2
                37.59         75.20        2.7787    1   3   0         4
                40.50         16.44        2.5865    0   2   2         4
                40.87          5.25        2.5635    0   4   0         2
                41.60         53.50        2.5208    1   3   1         8
                42.63        100.00        2.4629    1   1   2         8
                44.07          7.62        2.3858    2   0   0         2
                44.64          8.74        2.3569    0   4   1         4
                45.31          5.23        2.3238    2   1   0         4
                46.36         17.34        2.2740    1   2   2         8
                46.70         12.66        2.2583    1   4   0         4
                48.81          8.45        2.1665    2   1   1         8
                48.89          1.43        2.1631    2   2   0         4
                52.13         10.40        2.0372    1   3   2         8
                54.46          1.00        1.9564    2   3   0         4
                54.72          3.58        1.9477    0   4   2         4
                56.73          6.37        1.8842    1   5   0         4
                59.16          4.76        1.8133    1   1   3         8
                59.74          3.64        1.7974    1   5   1         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
