      Eosphorite
      Hoyos M A, Calderon T, Vergara I, Garcia-Sole J
      Mineralogical Magazine 57 (1993) 329-336
      New structural and spectroscopic data for eosphorite
      Locality: Taquaral, Brazil
      _database_code_amcsd 0014501
      CELL PARAMETERS:   6.9280 10.4450 13.5010   90.000   90.000   90.000
      SPACE GROUP: Cmca      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    976.972
      Density (g/cm3):      3.115
      MAX. ABS. INTENSITY / VOLUME**2:      7.839096904    
      RIR:      1.175
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.24         38.79        6.7505    0   0   2         2
                19.42          9.72        5.3084    1   1   1         8
                19.74         40.73        5.2225    0   2   0         2
                21.18         17.43        4.8708    0   2   1         4
                23.54         37.10        4.3876    1   1   2         8
                25.03         23.17        4.1306    0   2   2         4
                29.21         31.98        3.5494    1   1   3         8
                29.95         13.46        3.4640    2   0   0         2
                30.45         34.63        3.4092    0   2   3         4
                30.76         14.26        3.3753    0   0   4         2
                33.77          4.30        3.0819    2   0   2         4
                34.35          1.69        3.0315    1   3   1         8
                35.78         10.93        2.9138    1   1   4         8
                36.13          1.24        2.8867    2   2   0         4
                36.82         14.01        2.8348    0   2   4         4
                36.94         33.58        2.8253    1   3   2         8
                36.98        100.00        2.8229    2   2   1         8
                40.10         13.82        2.6112    0   4   0         2
                40.95          2.57        2.5590    1   3   3         8
                42.94          6.49        2.4459    1   1   5         8
                43.13         16.44        2.4354    0   4   2         4
                43.23         28.11        2.4298    2   2   3         8
                43.47          5.40        2.4174    2   0   4         4
                43.83         34.25        2.3986    0   2   5         4
                46.07          1.83        2.2875    1   3   4         8
                46.70          2.17        2.2586    0   4   3         4
                46.88         12.60        2.2502    0   0   6         2
                47.47          2.46        2.2241    3   1   1         8
                48.16          4.07        2.1938    2   2   4         8
                49.49          4.37        2.1387    3   1   2         8
                50.55          1.96        2.0966    1   1   6         8
                50.85         16.87        2.0852    2   4   0         4
                51.37          9.03        2.0653    0   4   4         4
                52.72          3.46        2.0160    3   1   3         8
                53.40         22.25        1.9923    2   4   2         8
                53.99          6.54        1.9720    2   2   5         8
                55.65          6.22        1.9177    1   5   2         8
                56.48          3.29        1.8919    2   4   3         8
                56.64          8.98        1.8870    2   0   6         4
                57.03         13.39        1.8750    3   1   4         8
                59.31          8.80        1.8093    0   2   7         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
