      Gonnardite
      Lee Y, Hriljac J A, Vogt T
      American Mineralogist 90 (2005) 247-251
      Variable-temperature structural studies of tetranatrolite from Mt. Saint-Hilaire:
      Synchrotron X-ray powder diffraction and Rietveld analysis
      Sample: at ambient conditions
      _database_code_amcsd 0003722
      CELL PARAMETERS:  13.1988 13.1988  6.6288   90.000   90.000   90.000
      SPACE GROUP: I-42d     
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1154.792
      Density (g/cm3):      2.334
      MAX. ABS. INTENSITY / VOLUME**2:      5.947374370    
      RIR:      1.190
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.59         21.90        6.5994    2   0   0         4
                17.38         59.82        5.9237    1   0   1         8
                22.12         32.19        4.6665    2   2   0         4
                23.43         45.54        4.4083    2   1   1         8
                24.77         22.21        4.1738    3   1   0         8
                31.48          2.99        3.2997    4   0   0         4
                32.44         52.49        3.2045    3   2   1         8
                33.31         19.82        3.1233    1   1   2         4
                35.18         36.95        2.9618    2   0   2         8
                35.31          3.69        2.9513    4   2   0         8
                36.18        100.00        2.8826    4   1   1         8
                40.35         15.10        2.5956    3   1   2         8
                40.46          3.28        2.5885    5   1   0         8
                42.82         19.69        2.4525    4   3   1         8
                45.01          8.32        2.3384    4   0   2         8
                45.12          6.80        2.3332    4   4   0         4
                45.83          3.90        2.2988    5   2   1         8
                46.49          8.86        2.2683    3   3   2         4
                46.59          1.65        2.2636    5   3   0         8
                47.92         23.67        2.2041    4   2   2         8
                48.02          7.00        2.1998    6   0   0         4
                50.80          1.54        2.0869    6   2   0         8
                51.26          2.04        2.0694    2   1   3         8
                53.92          4.24        1.9746    3   0   3         8
                54.10          3.12        1.9683    5   4   1         8
                56.48          7.19        1.8917    3   2   3         8
                57.22          1.69        1.8692    5   3   2         8
                58.56         11.78        1.8303    6   4   0         8
                58.98         12.40        1.8185    4   1   3         8
                59.15          5.45        1.8136    7   0   1         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
