      Phlogopite
      Hendricks S B, Jefferson M E
      American Mineralogist 24 (1939) 729-771
      Polymorphism of the micas with optical measurements
      Note: Biotite group
      _database_code_amcsd 0000026
      CELL PARAMETERS:   5.3000  5.3000 30.0000   90.000   90.000  120.000
      SPACE GROUP: P3_112    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    729.800
      Density (g/cm3):      2.855
      MAX. ABS. INTENSITY / VOLUME**2:      6.498655721    
      RIR:      1.063
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.27        100.00       10.0000    0   0   3         2
                20.63          9.94        5.0000    0   0   6         2
                22.49          3.25        4.5899    1   0   0         3
                22.76          2.40        4.5371    1   0   1         6
                23.54         36.50        4.3891    1   0   2         6
                24.78          9.78        4.1715    1   0   3         6
                26.43         62.20        3.9150    1   0   4         6
                28.43          1.67        3.6456    1   0   5         6
                30.70         70.03        3.3813    1   0   6         6
                31.16         24.68        3.3333    0   0   9         2
                33.21         12.54        3.1325    1   0   7         6
                35.91         19.28        2.9040    1   0   8         6
                38.77         23.03        2.6971    1   0   9         6
                39.48          2.17        2.6500    1   1   0         6
                39.64          1.76        2.6397    1   1   1         6
                39.64          9.14        2.6397    2  -1   1         6
                40.12          2.00        2.6096    2  -1   2         6
                40.12         26.70        2.6096    1   1   2         6
                40.91          1.51        2.5616    2  -1   3         6
                40.91          1.51        2.5616    1   1   3         6
                41.77          2.60        2.5112    1   0  10         6
                41.96          8.51        2.5000    0   0  12         2
                41.99         77.70        2.4986    2  -1   4         6
                41.99          1.34        2.4986    1   1   4         6
                43.34          1.23        2.4241    2  -1   5         6
                44.89          6.33        2.3446    1   0  11         6
                44.95          1.11        2.3415    2  -1   6         6
                44.95          1.11        2.3415    1   1   6         6
                46.06          2.28        2.2883    2   0   1         6
                46.48          4.80        2.2686    2   0   2         6
                46.80         49.90        2.2539    2  -1   7         6
                46.80          1.12        2.2539    1   1   7         6
                47.18          1.53        2.2368    2   0   3         6
                48.15          1.38        2.1945    2   0   4         6
                48.87         12.13        2.1642    1   1   8         6
                49.37          5.25        2.1435    2   0   5         6
                50.83          1.50        2.0858    2   0   6         6
                52.52          2.09        2.0232    2   0   7         6
                53.18         11.11        2.0000    0   0  15         2
                53.58          2.83        1.9861    2  -1  10         6
                54.43          1.81        1.9575    2   0   8         6
                56.20          4.39        1.9006    1   1  11         6
                56.53          4.62        1.8903    2   0   9         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
