      Hydroxylapatite
      Lee Y J, Stephens P W, Tang Y, Li W, Phillips B L, Parise J B, Reeder R J
      American Mineralogist 94 (2009) 666-675
      Arsenate substitution in hydroxylapatite: Structural characterization of the
      Ca5(PxAs1-xO4)3OH solid solution
      Sample: As0
      Locality: synthetic
      _database_code_amcsd 0004924
      CELL PARAMETERS:   9.4212  9.4212  6.8927   90.000   90.000  120.000
      SPACE GROUP: P6_3/m    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    529.825
      Density (g/cm3):      3.142
      MAX. ABS. INTENSITY / VOLUME**2:      10.27420453    
      RIR:      1.527
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.60         14.73        8.1590    1   0   0         6
                19.58          4.05        5.2653    1   0   1        12
                21.91          3.01        4.7106    1   1   0         6
                25.35          7.34        4.0795    2   0   0         6
                26.61          6.01        3.8891    1   1   1        12
                29.54          2.07        3.5107    2   0   1        12
                30.11         36.22        3.4464    0   0   2         2
                32.75          8.63        3.1747    1   0   2        12
                33.75         14.82        3.0838    2   1   0         6
                33.75          1.02        3.0838    1   2   0         6
                37.08         30.72        2.8149    1   2   1        12
                37.08         69.28        2.8149    2   1   1        12
                37.55         49.32        2.7814    1   1   2        12
                38.43         61.94        2.7197    3   0   0         6
                39.76         23.69        2.6327    2   0   2        12
                41.44          4.20        2.5299    3   0   1        12
                45.85          1.37        2.2981    1   2   2        12
                45.85          4.47        2.2981    2   1   2        12
                46.60          4.97        2.2629    3   1   0         6
                46.60         18.17        2.2629    1   3   0         6
                47.36          1.89        2.2288    2   2   1        12
                49.21          4.28        2.1500    1   3   1        12
                49.21          1.67        2.1500    3   1   1        12
                49.58          1.02        2.1350    3   0   2        12
                51.38          4.96        2.0650    1   1   3        12
                52.06          1.02        2.0397    4   0   0         6
                53.12          4.20        2.0019    2   0   3        12
                54.82         31.34        1.9446    2   2   2        12
                56.49          5.58        1.8916    3   1   2        12
                56.49          7.35        1.8916    1   3   2        12
                57.14          1.32        1.8718    2   3   0         6
                58.14         24.11        1.8424    2   1   3        12
                58.14          9.94        1.8424    1   2   3        12
                59.41          3.14        1.8064    3   2   1        12
                59.41          2.89        1.8064    2   3   1        12
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
