      Plombierite
      Bonaccorsi E, Merlino S
      Journal of the American Ceramic Society 88 (2005) 505-512
      The crystal of tobermorite 14 A (plombierite) a C-S-H phase
      Locality: Ballycraigy, Northern Ireland
      _database_code_amcsd 0014073
      CELL PARAMETERS:   6.7350  7.4250 27.9870   90.000   90.000  123.250
      SPACE GROUP: Bb        
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1170.430
      Density (g/cm3):      2.264
      MAX. ABS. INTENSITY / VOLUME**2:      17.21995809    
      RIR:      3.550
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.34        100.00       13.9935    0   0   2         2
                14.70          1.05        6.9967    0   0   4         2
                18.15          1.15        5.6757    0   1   2         2
                18.66         21.87        5.5217    1   0   1         2
                19.99          3.75        5.1575    1  -1   3         2
                22.13          5.58        4.6645    0   0   6         2
                22.23          2.28        4.6442    0   1   4         2
                26.06          2.34        3.9703    1   0   5         2
                27.78          1.82        3.7295    0   1   6         2
                30.92          3.19        3.3584    1  -1   7         2
                31.87          8.42        3.2603    1   0   7         2
                31.93          1.16        3.2543    2  -1   2         2
                33.51          9.87        3.1047    0   2   0         1
                33.63          9.43        3.0947   -2   2   0         1
                33.64          9.60        3.0938   -1   2   5         2
                34.16          1.80        3.0479    0   1   8         2
                34.35          8.57        3.0310    0   2   2         2
                34.46          7.93        3.0217    2  -2   2         2
                34.50          1.23        3.0187    2  -1   4         2
                37.07          6.29        2.8162    2   0   0         1
                37.31          4.92        2.7987    0   0  10         2
                37.84          3.44        2.7608    2   0   2         2
                38.39          6.86        2.7223    1   0   9         2
                38.42          2.73        2.7205   -1   2   7         2
                40.08          1.25        2.6125    2   0   4         2
                43.59          1.25        2.4109    2   0   6         2
                44.72          1.40        2.3532    1  -1  11         2
                45.14          1.96        2.3322    0   0  12         2
                45.42          2.97        2.3187    1   0  11         2
                48.37          1.45        2.1850    1   2   3         2
                48.53          1.51        2.1780    3  -2   3         2
                50.49          4.39        2.0987   -1   2  11         2
                50.83          2.10        2.0856    1   2   5         2
                50.99          2.18        2.0796    3  -2   5         2
                51.01          1.12        2.0788    0   2  10         2
                54.37          2.26        1.9592    1   2   7         2
                54.53          2.01        1.9541    3  -2   7         2
                58.87          2.52        1.8215    1   2   9         2
                59.01          2.35        1.8175    3  -2   9         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
