      Hydroxylapatite
      Wilson R M, Elliot J C, Dowker S E P
      American Mineralogist 84 (1999) 1406-1414
      Rietveld refinement of the crystallographic structure of human dental
      enamel apatites
      Sample: RC1 - enamel
      _database_code_amcsd 0002285
      CELL PARAMETERS:   9.4623  9.4623  6.8863   90.000   90.000  120.000
      SPACE GROUP: P6_3/m    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    533.962
      Density (g/cm3):      2.922
      MAX. ABS. INTENSITY / VOLUME**2:      9.344597396    
      RIR:      1.493
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.54         15.04        8.1946    1   0   0         6
                19.55          4.27        5.2720    1   0   1        12
                25.24          4.62        4.0973    2   0   0         6
                26.54          6.31        3.8995    1   1   1        12
                30.14         33.44        3.4432    0   0   2         2
                32.76          7.84        3.1743    1   0   2        12
                33.60         17.10        3.0973    2   1   0         6
                36.95         29.81        2.8247    1   2   1        12
                36.95         70.19        2.8247    2   1   1        12
                37.51         51.75        2.7840    1   1   2        12
                38.26         60.79        2.7315    3   0   0         6
                39.70         22.05        2.6360    2   0   2        12
                41.29          3.51        2.5391    3   0   1        12
                45.75          2.33        2.3027    2   1   2        12
                46.39         16.28        2.2728    1   3   0         6
                46.39          3.85        2.2728    3   1   0         6
                47.17          1.14        2.2373    2   2   1        12
                49.01          1.12        2.1583    3   1   1        12
                49.01          4.63        2.1583    1   3   1        12
                49.46          1.51        2.1399    3   0   2        12
                51.37          3.95        2.0652    1   1   3        12
                53.10          3.34        2.0026    2   0   3        12
                54.66         27.43        1.9498    2   2   2        12
                56.32          7.85        1.8968    1   3   2        12
                56.32          4.88        1.8968    3   1   2        12
                56.87          1.17        1.8800    2   3   0         6
                58.08         23.14        1.8442    2   1   3        12
                58.08          8.38        1.8442    1   2   3        12
                59.15          2.79        1.8136    3   2   1        12
                59.15          1.90        1.8136    2   3   1        12
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
