      Bassanite
      Bezou C, Christensen A N, Cox D, Lehmann M, Nonat A
      Comptes Rendus de l'Academie des Sciences Paris 312 (1991) 43-48
      Structures cristallines de CaSO4,0,5H2O et CaSO4,0,6H2O
      Note: CaSO4*0.6H2O
      Locality: synthetic
      _database_code_amcsd 0019824
      CELL PARAMETERS:  11.9991  6.9254  6.3766   90.000   90.000   90.000
      SPACE GROUP: C2        
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    529.886
      Density (g/cm3):      2.763
      MAX. ABS. INTENSITY / VOLUME**2:      10.02202294    
      RIR:      1.693
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                16.14          1.05        6.3766    0   0   1         2
                17.16         39.52        5.9995    2   0   0         2
                17.17         47.73        5.9981    1   1   0         2
                23.64          2.04        4.3695    2   0   1         2
                23.65          3.34        4.3690    1   1   1         2
                29.96         30.07        3.4636    3   1   0         2
                29.96         22.79        3.4627    0   2   0         1
                34.21          4.52        3.0436   -3   1   1         2
                34.21          4.45        3.0436    3   1   1         2
                34.22          5.12        3.0430    0   2   1         2
                34.72         32.65        2.9998    4   0   0         2
                34.73         58.59        2.9990    2   2   0         2
                37.08          4.57        2.8154   -2   0   2         2
                37.08         17.07        2.8154    2   0   2         2
                37.08         20.41        2.8153    1   1   2         2
                37.08         57.95        2.8153   -1   1   2         2
                38.51          2.80        2.7144    4   0   1         2
                38.52          5.76        2.7139   -2   2   1         2
                44.87          1.99        2.3458   -3   1   2         2
                44.87          5.05        2.3458    3   1   2         2
                44.87          5.15        2.3455    0   2   2         2
                46.50          2.30        2.2675    5   1   0         2
                46.51          1.03        2.2673    4   2   0         2
                46.52          2.17        2.2669    1   3   0         2
                48.37          1.70        2.1848    4   0   2         2
                48.38          2.07        2.1845   -2   2   2         2
                49.54          2.36        2.1365   -5   1   1         2
                49.54          5.76        2.1365    5   1   1         2
                49.55          7.80        2.1363   -4   2   1         2
                49.55          1.61        2.1363    4   2   1         2
                49.55          6.07        2.1359   -1   3   1         2
                49.81          9.07        2.1255    0   0   3         2
                53.08          1.12        2.0035   -1   1   3         2
                53.18          1.24        1.9998    6   0   0         2
                55.95          2.77        1.9082   -6   0   1         2
                55.97          2.11        1.9078    3   3   1         2
                55.97          3.32        1.9078   -3   3   1         2
                57.95          2.83        1.8479    5   1   2         2
                57.95         16.39        1.8479   -5   1   2         2
                57.95          2.16        1.8477   -4   2   2         2
                57.95         16.25        1.8477    4   2   2         2
                57.96         21.83        1.8475    1   3   2         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
