      Hydroxylchondrodite
      Yamamoto K
      Acta Crystallographica B33 (1977) 1481-1485
      The crystal structure of hydroxyl-chondrodite
      Locality: synthetic
      _database_code_amcsd 0018884
      CELL PARAMETERS:   4.7520 10.3500  7.9140  108.710   90.000   90.000
      SPACE GROUP: P2_1/b    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    368.666
      Density (g/cm3):      3.062
      MAX. ABS. INTENSITY / VOLUME**2:      3.028171804    
      RIR:      0.462
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                13.72         14.47        7.4958    0   0   1         2
                21.05          1.31        4.9015    0   2   0         2
                21.13         59.63        4.8819    0  -2   1         2
                25.77         20.39        4.0134    1   0   1         4
                26.13          5.28        3.9604    1  -1   1         4
                27.64         23.56        3.7479    0   0   2         2
                28.74         29.26        3.6065    0   2   1         2
                28.93         19.41        3.5831    0  -2   2         2
                29.56         34.64        3.5089    1   1   1         4
                30.42         24.73        3.4118    1   2   0         4
                30.48          6.44        3.4052    1  -2   1         4
                34.28         59.49        3.0370    1  -1   2         4
                35.42          7.73        2.9428    1   0   2         4
                36.47         12.44        2.8609    1  -2   2         4
                37.59         46.51        2.7784    1  -3   1         4
                38.84         54.95        2.6925    1   3   0         4
                39.62         72.05        2.6413    1   1   2         4
                40.49          1.16        2.5870    0  -2   3         2
                41.51         67.98        2.5258    1  -3   2         4
                41.99          8.46        2.4986    0   0   3         2
                42.85         13.00        2.4508    0   4   0         2
                43.03          7.70        2.4409    0  -4   2         2
                44.89         42.14        2.3445    1   3   1         4
                45.62         19.00        2.3091    2   1   0         4
                45.76         44.27        2.3022    1  -1   3         4
                46.19         43.23        2.2820    1   2   2         4
                46.40         51.65        2.2724    1  -4   1         4
                46.40         48.35        2.2721    1  -2   3         4
                46.77          4.81        2.2553    2  -1   1         4
                48.93         12.44        2.1613    2   1   1         4
                49.60          1.32        2.1342    1  -3   3         4
                49.88          7.87        2.1228    0  -4   3         2
                52.14          4.55        2.0367    1   1   3         4
                52.17          4.92        2.0359    2  -1   2         4
                53.92          1.45        1.9743    0  -2   4         2
                54.58          4.79        1.9522    2  -3   1         4
                56.39          5.43        1.8947    1  -5   1         4
                57.46          5.20        1.8624    1  -5   2         4
                58.56          2.83        1.8304    1   2   3         4
                58.81          2.63        1.8232    1  -2   4         4
                59.19          5.01        1.8124    1   5   0         4
                59.21          5.46        1.8121    1  -1   4         4
                59.95          1.92        1.7915    0  -4   4         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
