      Kirschsteinite
      Folco L, Mellini M
      European Journal of Mineralogy 9 (1997) 969-973
      Crystal chemistry of meteoritic kirschsteinite
      Sample: KIR2
      Note: U(1,1) of O1 altered to reproduce Uiso
      _database_code_amcsd 0006701
      CELL PARAMETERS:   4.8750 11.1640  6.4470   90.000   90.000   90.000
      SPACE GROUP: Pbnm      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    350.875
      Density (g/cm3):      3.373
      MAX. ABS. INTENSITY / VOLUME**2:      9.726264141    
      RIR:      1.346
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                18.46         42.59        5.5820    0   2   0         2
                23.12          6.92        4.4676    1   1   0         4
                24.49         23.12        4.2200    0   2   1         4
                26.62         10.66        3.8885    1   0   1         4
                28.22         35.45        3.6721    1   1   1         8
                28.22         11.83        3.6718    1   2   0         4
                32.25          6.74        3.2235    0   0   2         2
                32.59          6.10        3.1906    1   2   1         8
                35.23         71.15        2.9580    1   3   0         4
                37.41         19.47        2.7915    0   2   2         4
                37.41          7.65        2.7910    0   4   0         2
                38.90         70.49        2.6885    1   3   1         8
                40.05        100.00        2.6141    1   1   2         8
                40.91         16.37        2.5613    0   4   1         4
                43.09          5.83        2.4375    2   0   0         2
                43.37         15.93        2.4224    1   2   2         8
                43.38         11.06        2.4221    1   4   0         4
                44.16          6.51        2.3814    2   1   0         4
                47.25          6.27        2.2339    2   1   1         8
                48.50         10.99        2.1795    1   3   2         8
                50.19          1.69        2.1107    2   2   1         8
                52.08          1.14        2.0390    2   3   0         4
                52.33          5.86        2.0300    1   5   0         4
                55.06          6.77        1.9366    1   1   3         8
                55.07          2.19        1.9363    1   5   1         8
                55.72          1.24        1.9154    2   1   2         8
                57.72          3.05        1.8547    1   2   3         8
                58.36         61.22        1.8360    2   2   2         8
                58.36         24.76        1.8359    2   4   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
