      Annite
      Laurora A, Brigatti M F, Mottana A, Malferrari D, Caprilli E
      American Mineralogist 92 (2007) 468-480
      Crystal chemistry of trioctahedral micas in alkaline and subalkaline volcanic
      rocks: A case study from Mt. Sassetto (Tolfa district, Latium, central Italy)
      Locality: Mt. Sassetto, Tolfa district, Latium, Italy
      Sample: MS8(2)
      Note: 1M polytype
      _database_code_amcsd 0004301
      CELL PARAMETERS:   5.3213  9.2034 10.1048   90.000   99.954   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    487.424
      Density (g/cm3):      2.836
      MAX. ABS. INTENSITY / VOLUME**2:      3.734355522    
      RIR:      0.615
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.32        100.00        9.9527    0   0   1         2
                20.73          2.34        4.9763    0   0   2         2
                22.43         17.09        4.6017    0   2   0         2
                22.67         23.73        4.5544    1   1   0         4
                23.48          7.07        4.3990   -1   1   1         4
                26.37         18.69        3.9244    1   1   1         4
                28.45         60.39        3.6433   -1   1   2         4
                30.73         86.01        3.3786    0   2   2         4
                31.31         74.55        3.3176    0   0   3         2
                33.20         78.64        3.1335    1   1   2         4
                36.00         47.70        2.8966   -1   1   3         4
                38.86         21.30        2.6911    0   2   3         4
                39.49         10.10        2.6495   -2   0   1         2
                39.52         21.57        2.6476    1   3   0         4
                39.95         41.37        2.6206    2   0   0         2
                40.02         80.99        2.6160   -1   3   1         4
                41.82          8.66        2.5083    1   1   3         4
                41.88          5.81        2.5049    1   3   1         4
                41.89          3.39        2.5040   -2   0   2         2
                42.17          5.29        2.4882    0   0   4         2
                43.18         21.41        2.4328    2   0   1         2
                43.29         42.60        2.4269   -1   3   2         4
                45.06          2.51        2.3362   -1   1   4         4
                45.79          3.63        2.3008    0   4   0         2
                45.89          6.42        2.2961   -2   2   1         4
                46.29          9.55        2.2772    2   2   0         4
                46.73          7.56        2.2571    1   3   2         4
                46.78          3.91        2.2547   -2   0   3         2
                47.07         10.14        2.2417    0   4   1         4
                48.03          9.76        2.1995   -2   2   2         4
                48.74         17.07        2.1693    2   0   2         2
                48.88         34.61        2.1635   -1   3   3         4
                49.19          5.67        2.1507    2   2   1         4
                50.76          2.19        2.0884    0   4   2         4
                53.45         17.03        1.9905    0   0   5         2
                53.56         12.76        1.9865    1   3   3         4
                53.65          7.33        1.9837   -2   0   4         2
                56.13          2.99        1.9027    2   0   3         2
                56.29          5.72        1.8977   -1   3   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
