      Muscovite
      Gueven N, Burnham C
      Zeitschrift fur Kristallographie 65 (1966) 290-293
      The Crystal Structure of 3T Muscovite
      _cod_database_code 1101031
      _database_code_amcsd 0018279
      CELL PARAMETERS:   5.1963  5.1963 29.9700   90.000   90.000  120.000
      SPACE GROUP: P3_112    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    700.819
      Density (g/cm3):      2.817
      MAX. ABS. INTENSITY / VOLUME**2:      3.799221574    
      RIR:      0.630
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.28         53.80        9.9900    0   0   3         2
                20.65         26.64        4.9950    0   0   6         2
                22.95         12.84        4.5001    1   0   0         3
                23.21         79.24        4.4502    1   0   1         6
                23.97         15.22        4.3100    1   0   2         6
                25.20         22.53        4.1031    1   0   3         6
                26.83         66.46        3.8578    1   0   4         6
                28.81         59.48        3.5988    1   0   5         6
                31.06         84.33        3.3434    1   0   6         6
                31.19         40.61        3.3300    0   0   9         2
                33.55         69.33        3.1019    1   0   7         6
                36.23         77.96        2.8792    1   0   8         6
                39.07         15.30        2.6768    1   0   9         6
                40.31          1.80        2.5982    1   1   0         6
                40.46          3.47        2.5884    1   1   1         6
                40.46         38.54        2.5884    2  -1   1         6
                40.93         99.35        2.5600    1   1   2         6
                41.71          1.12        2.5145    1   1   3         6
                42.01          6.56        2.4975    0   0  12         2
                42.06         10.23        2.4944    1   0  10         6
                42.77         27.50        2.4548    2  -1   4         6
                44.11         31.29        2.3838    1   1   5         6
                46.89          5.65        2.2501    2   0   0         3
                47.03          5.95        2.2437    2   0   1         6
                47.44          2.55        2.2251    2   0   2         6
                47.53          7.13        2.2212    2  -1   7         6
                48.13         15.37        2.1951    2   0   3         6
                49.09          5.44        2.1550    2   0   4         6
                49.58         41.02        2.1350    1   1   8         6
                50.29          2.19        2.1065    2   0   5         6
                51.74         11.28        2.0515    2   0   6         6
                51.82          1.07        2.0484    1   1   9         6
                53.23         24.23        1.9980    0   0  15         2
                53.41          1.37        1.9918    2   0   7         6
                54.26         26.83        1.9632    2  -1  10         6
                55.30          1.92        1.9289    2   0   8         6
                56.86          1.54        1.8803    2  -1  11         6
                56.86          2.43        1.8803    1   1  11         6
                57.39          1.75        1.8644    2   0   9         6
                58.71          1.07        1.8261    1   0  15         6
                59.67          1.91        1.7994    2   0  10         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
