      Fluorapatite
      Hughes J M, Nekvasil H, Ustunisik G, Lindsley D H, Coraor A E, Vaughn J, Phillips B L,
      McCubbin F M, Woerner W R
      American Mineralogist 99 (2014) 369-376
      Solid solution in the fluorapatite-chlorapatite binary system: High-precision crystal
      structure refinements of synthetic F-Cl apatite.
      Note: Sample HNF5CL5
      Locality: Synthetic
      _database_code_amcsd 0020113
      CELL PARAMETERS:   9.5104  9.5104  6.8311   90.000   90.000  120.000
      SPACE GROUP: P6_3/m    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    535.080
      Density (g/cm3):      3.176
      MAX. ABS. INTENSITY / VOLUME**2:      10.13098167    
      RIR:      1.489
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.48          9.72        8.2362    1   0   0         6
                19.60          4.85        5.2580    1   0   1        12
                25.11          2.25        4.1181    2   0   0         6
                26.52          5.00        3.9027    1   1   1        12
                29.41          3.13        3.5268    2   0   1        12
                30.39         31.17        3.4155    0   0   2         2
                32.96          4.64        3.1550    1   0   2        12
                33.42         11.12        3.1130    2   1   0         6
                36.84         31.10        2.8327    1   2   1        12
                36.84         68.90        2.8327    2   1   1        12
                37.65         54.49        2.7741    1   1   2        12
                38.06         70.86        2.7454    3   0   0         6
                39.81         19.56        2.6290    2   0   2        12
                41.15          3.81        2.5474    3   0   1        12
                45.79          2.56        2.3008    1   2   2        12
                45.79          2.90        2.3008    2   1   2        12
                46.14          2.61        2.2843    3   1   0         6
                46.14         17.64        2.2843    1   3   0         6
                48.81          5.46        2.1664    1   3   1        12
                49.46          1.53        2.1398    3   0   2        12
                51.54          1.24        2.0591    4   0   0         6
                51.68          4.55        2.0537    1   1   3        12
                53.39          2.91        1.9927    2   0   3        12
                54.61         30.65        1.9514    2   2   2        12
                56.25          6.09        1.8988    1   3   2        12
                56.25          5.18        1.8988    3   1   2        12
                56.55          1.32        1.8895    2   3   0         6
                58.30          9.68        1.8379    1   2   3        12
                58.30         19.59        1.8379    2   1   3        12
                58.88          2.56        1.8211    3   2   1        12
                58.88          2.81        1.8211    2   3   1        12
                59.74          2.51        1.7973    4   1   0         6
                59.74          2.05        1.7973    1   4   0         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
