      Fluellite
      Guy B B, Jeffrey G A
      American Mineralogist 51 (1966) 1579-1592
      The crystal structure of fluellite, Al2PO4F2(OH).7H2O
      _database_code_amcsd 0000151
      CELL PARAMETERS:   8.5460 11.2220 21.1580   90.000   90.000   90.000
      SPACE GROUP: Fddd      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2029.120
      Density (g/cm3):      2.175
      MAX. ABS. INTENSITY / VOLUME**2:      10.61808056    
      RIR:      2.279
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.90        100.00        6.4730    1   1   1         8
                19.49          7.82        5.2895    0   0   4         2
                20.81         14.24        4.9569    0   2   2         4
                21.07          2.54        4.8948    1   1   3         8
                26.12          1.31        3.9620    2   0   2         4
                30.53          1.71        3.3995    2   2   0         4
                32.11         34.97        3.2365    2   2   2         8
                33.77         17.99        3.0822    1   3   3         8
                34.89          7.38        2.9857    0   2   6         4
                36.48          7.96        2.8598    2   2   4         8
                37.82         10.48        2.7619    1   1   7         8
                38.17          7.02        2.7379    3   1   1         8
                38.43          2.65        2.7198    2   0   6         4
                39.28         15.19        2.6631    1   3   5         8
                39.57          8.63        2.6448    0   0   8         2
                42.34          2.59        2.4785    0   4   4         4
                42.91          8.25        2.4474    2   2   6         8
                45.55          1.09        2.3124    3   1   5         8
                46.81          4.86        2.2534    3   3   1         8
                49.02          8.25        2.1577    3   3   3         8
                49.36          2.79        2.1439    2   4   4         8
                49.54          2.16        2.1365    4   0   0         2
                52.09          2.76        2.0386    3   1   7         8
                54.57          3.02        1.9528    2   4   6         8
                55.00          2.23        1.9386    1   3   9         8
                55.22          2.99        1.9315    1   5   5         8
                59.16          2.57        1.8132    3   3   7         8
                59.78          6.97        1.7963    2   2  10         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
