      Holtedahlite
      Romming C, Raade G
      Mineralogy and Petrology 40 (1989) 91-100
      The crystal structure of natural and synthetic holtedahlite
      Locality: synthetic
      _database_code_amcsd 0014622
      CELL PARAMETERS:  11.1860 11.1860  4.9770   90.000   90.000  120.000
      SPACE GROUP: P31m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    539.322
      Density (g/cm3):      2.966
      MAX. ABS. INTENSITY / VOLUME**2:      4.233035142    
      RIR:      0.666
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.60          1.79        9.6874    1   0   0         6
                20.72          2.44        4.9770    0   0   1         1
                21.30         29.22        4.8437    2   0   0         6
                23.33         36.73        4.4269    1   0   1         6
                27.86         47.68        3.7181    1   1   1         3
                27.86         52.32        3.7181    2  -1   1         3
                28.30         18.64        3.6615    2   1   0         6
                29.89         81.55        3.4712    2   0   1         6
                32.19         66.16        3.2291    3   0   0         6
                35.34         25.00        2.9493    3  -1   1         6
                35.34         11.45        2.9493    2   1   1         6
                37.34         71.27        2.7965    2   2   0         3
                38.59          4.77        2.7089    3   0   1         6
                42.17         17.74        2.4885    0   0   2         1
                43.08         40.27        2.4380    4  -2   1         3
                43.08         59.42        2.4380    2   2   1         3
                43.38          1.43        2.4218    4   0   0         6
                43.60         14.75        2.4102    1   0   2         6
                44.50         19.22        2.3643    4  -1   1         6
                44.50          9.00        2.3643    3   1   1         6
                46.37          1.46        2.2736    1   1   2         3
                46.37         10.54        2.2736    2  -1   2         3
                47.71         28.13        2.2135    2   0   2         6
                48.54         37.21        2.1777    4   0   1         6
                50.10          1.53        2.1140    4   1   0         6
                51.56          2.63        2.0581    3  -1   2         6
                51.56          4.50        2.0581    2   1   2         6
                52.35          4.29        2.0293    3   2   1         6
                52.35          6.18        2.0293    5  -2   1         6
                54.02          4.43        1.9711    3   0   2         6
                54.78          9.26        1.9457    5  -1   1         6
                54.78          1.60        1.9457    4   1   1         6
                55.03          2.15        1.9375    5   0   0         6
                57.57         16.59        1.8590    2   2   2         3
                57.57         12.45        1.8590    4  -2   2         3
                58.54          1.19        1.8307    4   2   0         6
                58.72          2.79        1.8257    4  -1   2         6
                58.72          5.35        1.8257    3   1   2         6
                59.44          3.60        1.8055    5   0   1         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
