      Levyne-Ca
      Merlino S, Galli E, Alberti A
      Tschermaks Mineralogische und Petrographische Mitteilungen 22 (1975) 117-129
      The crystal structure of levyne
      Note: a zeolite mineral
      Locality: small cavity in andesite from Nurri, Nuoro, Sardinia
      _database_code_amcsd 0015653
      CELL PARAMETERS:  13.3380 13.3380 23.0140   90.000   90.000  120.000
      SPACE GROUP: R-3m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   3545.718
      Density (g/cm3):      2.130
      MAX. ABS. INTENSITY / VOLUME**2:      3.744469316    
      RIR:      0.820
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.95         66.68       10.3237    1   0   1         6
                12.61         78.30        8.1522    0   1   2         6
                13.40         45.63        7.6713    0   0   3         2
                15.43          9.59        6.6690    1   1   0         6
                19.97         33.80        5.1618    2   0   2         6
                20.49          8.40        5.0330    1   1   3        12
                24.09          4.99        4.2894    2   1   1        12
                24.17         41.87        4.2758    0   1   5         6
                25.34        100.00        4.0820    1   2   2        12
                25.37          4.66        4.0761    0   2   4         6
                26.89         21.24        3.8503    3   0   0         6
                26.99          8.49        3.8357    0   0   6         2
                28.80          7.29        3.5995    2   0   5         6
                29.83         23.30        3.4779    2   1   4        12
                30.15          2.93        3.4412    0   3   3         6
                30.15          6.75        3.4412    3   0   3         6
                31.14         12.33        3.3345    2   2   0         6
                31.24          4.82        3.3249    1   1   6        12
                32.83         28.12        3.1676    1   2   5        12
                32.89         30.66        3.1621    1   0   7         6
                33.72         21.89        3.0863    3   1   2        12
                36.41         14.23        2.8653    4   0   1         6
                36.52          8.83        2.8572    0   2   7         6
                37.28         79.05        2.8009    0   4   2         6
                37.30          1.81        2.7990    1   3   4        12
                38.47          4.12        2.7174    0   3   6         6
                38.47          4.74        2.7174    3   0   6         6
                39.81         10.69        2.6295    3   1   5        12
                39.86         34.79        2.6263    2   1   7        12
                40.56          5.24        2.5824    2   3   2        12
                40.98          1.40        2.5571    0   0   9         2
                41.60         15.83        2.5206    4   1   0        12
                41.67          1.11        2.5165    2   2   6        12
                42.93          3.83        2.4462    0   4   5         6
                43.67          3.95        2.4070    3   2   4        12
                43.76          7.02        2.4022    1   2   8        12
                43.90          9.15        2.3947    4   1   3        12
                43.90          2.29        2.3947    1   4   3        12
                45.88          2.84        2.2966    2   3   5        12
                45.93          4.81        2.2945    1   3   7        12
                46.73          2.70        2.2570    1   0  10         6
                47.49         10.91        2.2230    3   3   0         6
                48.65          2.29        2.1732    2   4   1        12
                49.34          1.10        2.1447    4   2   2        12
                49.36          2.39        2.1438    0   5   4         6
                49.50          4.19        2.1379    0   2  10         6
                49.57          3.54        2.1352    3   3   3        12
                49.70          3.44        2.1301    0   3   9         6
                50.29          2.13        2.1065    4   1   6        12
                50.29          1.72        2.1065    1   4   6        12
                51.34          2.64        2.0663    5   1   1        12
                51.38          2.59        2.0647    5   0   5         6
                51.43          3.50        2.0632    3   2   7        12
                52.03          1.22        2.0410    2   4   4        12
                53.98          1.22        1.9724    4   2   5        12
                54.14          1.78        1.9671    2   0  11         6
                54.60          3.61        1.9516    5   1   4        12
                54.68          3.46        1.9491    2   3   8        12
                55.65          2.59        1.9178    0   0  12         2
                56.53          4.33        1.8902    0   5   7         6
                57.23          3.27        1.8691    1   3  10        12
                58.11          2.59        1.8431    1   1  12        12
                58.97          2.37        1.8186    2   4   7        12
                59.82          6.48        1.7951    4   1   9        12
                59.82         11.81        1.7951    1   4   9        12
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
